timestamp,household_id,appliance,power_kW
2025-06-17T05:24:40.725796,1,HVAC,0.45
2025-06-17T05:25:40.725796,8,Refrigerator,2.53
2025-06-17T05:26:40.725796,2,Washer,3.76
2025-06-17T05:27:40.725796,10,Refrigerator,3.95
2025-06-17T05:28:40.725796,2,Lighting,2.14
2025-06-17T05:29:40.725796,4,HVAC,0.68
2025-06-17T05:30:40.725796,5,Washer,2.43
2025-06-17T05:31:40.725796,4,Refrigerator,0.35
2025-06-17T05:32:40.725796,3,Refrigerator,4.55
2025-06-17T05:33:40.725796,8,Refrigerator,1.52
2025-06-17T05:34:40.725796,3,Lighting,3.36
2025-06-17T05:35:40.725796,8,Refrigerator,3.07
2025-06-17T05:36:40.725796,9,Dryer,3.88
2025-06-17T05:37:40.725796,2,Lighting,2.1
2025-06-17T05:38:40.725796,6,Refrigerator,2.6
2025-06-17T05:39:40.725796,5,Refrigerator,3.65
2025-06-17T05:40:40.725796,6,Dryer,3.51
2025-06-17T05:41:40.725796,3,Dryer,1.8
2025-06-17T05:42:40.725796,8,Washer,3.13
2025-06-17T05:43:40.725796,8,Washer,1.9
2025-06-17T05:44:40.725796,3,Lighting,0.12
2025-06-17T05:45:40.725796,9,Dryer,1.6
2025-06-17T05:46:40.725796,7,Refrigerator,1.96
2025-06-17T05:47:40.725796,7,Refrigerator,4.45
2025-06-17T05:48:40.725796,9,Dryer,3.45
2025-06-17T05:49:40.725796,7,Refrigerator,4.06
2025-06-17T05:50:40.725796,6,Dryer,2.05
2025-06-17T05:51:40.725796,9,Dryer,2.51
2025-06-17T05:52:40.725796,2,Dryer,4.83
2025-06-17T05:53:40.725796,2,Dryer,4.69
2025-06-17T05:54:40.725796,8,Dryer,1.97
2025-06-17T05:55:40.725796,7,Lighting,0.8
2025-06-17T05:56:40.725796,2,Refrigerator,0.25
2025-06-17T05:57:40.725796,9,Lighting,1.28
2025-06-17T05:58:40.725796,5,Lighting,2.13
2025-06-17T05:59:40.725796,3,Washer,3.59
2025-06-17T06:00:40.725796,1,Dryer,0.21
2025-06-17T06:01:40.725796,6,Refrigerator,2.4
2025-06-17T06:02:40.725796,1,Refrigerator,0.55
2025-06-17T06:03:40.725796,3,Washer,3.0
2025-06-17T06:04:40.725796,1,Dryer,3.87
2025-06-17T06:05:40.725796,3,Dryer,3.65
2025-06-17T06:06:40.725796,3,Refrigerator,3.37
2025-06-17T06:07:40.725796,1,Washer,2.62
2025-06-17T06:08:40.725796,9,Lighting,1.63
2025-06-17T06:09:40.725796,4,Refrigerator,3.8
2025-06-17T06:10:40.725796,9,Washer,3.07
2025-06-17T06:11:40.725796,9,HVAC,3.81
2025-06-17T06:12:40.725796,7,HVAC,3.37
2025-06-17T06:13:40.725796,5,Lighting,4.87
2025-06-17T06:14:40.725796,7,Refrigerator,0.78
2025-06-17T06:15:40.725796,1,Refrigerator,2.89
2025-06-17T06:16:40.725796,7,HVAC,0.76
2025-06-17T06:17:40.725796,9,Lighting,4.97
2025-06-17T06:18:40.725796,8,Dryer,0.83
2025-06-17T06:19:40.725796,6,HVAC,0.75
2025-06-17T06:20:40.725796,6,Dryer,4.36
2025-06-17T06:21:40.725796,4,Refrigerator,4.58
2025-06-17T06:22:40.725796,6,Washer,0.89
2025-06-17T06:23:40.725796,10,HVAC,3.76
2025-06-17T06:24:40.725796,8,Washer,0.55
2025-06-17T06:25:40.725796,9,Refrigerator,2.64
2025-06-17T06:26:40.725796,10,Washer,0.39
2025-06-17T06:27:40.725796,2,Refrigerator,4.99
2025-06-17T06:28:40.725796,8,Dryer,3.07
2025-06-17T06:29:40.725796,1,Washer,3.87
2025-06-17T06:30:40.725796,4,Lighting,3.41
2025-06-17T06:31:40.725796,1,HVAC,0.8
2025-06-17T06:32:40.725796,1,Dryer,4.78
2025-06-17T06:33:40.725796,1,Washer,3.19
2025-06-17T06:34:40.725796,2,Dryer,1.28
2025-06-17T06:35:40.725796,3,Refrigerator,4.48
2025-06-17T06:36:40.725796,7,Refrigerator,4.53
2025-06-17T06:37:40.725796,7,Dryer,2.88
2025-06-17T06:38:40.725796,5,HVAC,4.33
2025-06-17T06:39:40.725796,4,Dryer,2.66
2025-06-17T06:40:40.725796,3,Lighting,2.86
2025-06-17T06:41:40.725796,8,Refrigerator,1.68
2025-06-17T06:42:40.725796,9,Dryer,2.9
2025-06-17T06:43:40.725796,5,Refrigerator,2.47
2025-06-17T06:44:40.725796,3,Lighting,4.59
2025-06-17T06:45:40.725796,9,Lighting,1.38
2025-06-17T06:46:40.725796,5,Washer,3.54
2025-06-17T06:47:40.725796,4,Lighting,2.77
2025-06-17T06:48:40.725796,3,Washer,4.93
2025-06-17T06:49:40.725796,6,HVAC,2.43
2025-06-17T06:50:40.725796,10,Washer,0.23
2025-06-17T06:51:40.725796,1,Refrigerator,2.94
2025-06-17T06:52:40.725796,7,Washer,3.06
2025-06-17T06:53:40.725796,7,Lighting,3.87
2025-06-17T06:54:40.725796,7,Dryer,3.32
2025-06-17T06:55:40.725796,4,Lighting,1.9
2025-06-17T06:56:40.725796,5,Dryer,3.87
2025-06-17T06:57:40.725796,7,Washer,1.83
2025-06-17T06:58:40.725796,2,Dryer,0.47
2025-06-17T06:59:40.725796,1,HVAC,4.19
2025-06-17T07:00:40.725796,1,Lighting,2.07
2025-06-17T07:01:40.725796,9,Refrigerator,1.68
2025-06-17T07:02:40.725796,3,Refrigerator,4.31
2025-06-17T07:03:40.725796,7,Lighting,1.29
2025-06-17T07:04:40.725796,10,Lighting,2.01
2025-06-17T07:05:40.725796,10,Dryer,2.26
2025-06-17T07:06:40.725796,3,Refrigerator,4.85
2025-06-17T07:07:40.725796,9,Washer,4.27
2025-06-17T07:08:40.725796,10,Refrigerator,1.63
2025-06-17T07:09:40.725796,1,Lighting,4.11
2025-06-17T07:10:40.725796,10,Dryer,2.49
2025-06-17T07:11:40.725796,10,Refrigerator,1.08
2025-06-17T07:12:40.725796,8,Washer,1.49
2025-06-17T07:13:40.725796,7,Lighting,0.72
2025-06-17T07:14:40.725796,9,Dryer,1.18
2025-06-17T07:15:40.725796,4,Refrigerator,4.84
2025-06-17T07:16:40.725796,10,Refrigerator,2.58
2025-06-17T07:17:40.725796,9,Dryer,3.8
2025-06-17T07:18:40.725796,8,Dryer,4.12
2025-06-17T07:19:40.725796,6,Refrigerator,2.3
2025-06-17T07:20:40.725796,2,Washer,1.15
2025-06-17T07:21:40.725796,4,Dryer,4.79
2025-06-17T07:22:40.725796,4,Lighting,4.39
2025-06-17T07:23:40.725796,9,Washer,3.16
2025-06-17T07:24:40.725796,10,Dryer,3.28
2025-06-17T07:25:40.725796,4,Washer,2.03
2025-06-17T07:26:40.725796,10,Dryer,0.33
2025-06-17T07:27:40.725796,10,Lighting,3.33
2025-06-17T07:28:40.725796,5,Washer,2.71
2025-06-17T07:29:40.725796,7,HVAC,0.15
2025-06-17T07:30:40.725796,10,Washer,0.78
2025-06-17T07:31:40.725796,9,HVAC,3.75
2025-06-17T07:32:40.725796,3,Lighting,0.69
2025-06-17T07:33:40.725796,7,Dryer,4.18
2025-06-17T07:34:40.725796,2,Dryer,1.17
2025-06-17T07:35:40.725796,2,Dryer,4.39
2025-06-17T07:36:40.725796,7,Refrigerator,3.66
2025-06-17T07:37:40.725796,3,Dryer,4.5
2025-06-17T07:38:40.725796,7,Dryer,1.15
2025-06-17T07:39:40.725796,3,Refrigerator,2.12
2025-06-17T07:40:40.725796,2,Lighting,1.28
2025-06-17T07:41:40.725796,6,Washer,2.68
2025-06-17T07:42:40.725796,6,Washer,3.39
2025-06-17T07:43:40.725796,2,Lighting,1.4
2025-06-17T07:44:40.725796,4,HVAC,4.34
2025-06-17T07:45:40.725796,10,HVAC,2.1
2025-06-17T07:46:40.725796,4,Lighting,2.47
2025-06-17T07:47:40.725796,8,Lighting,2.31
2025-06-17T07:48:40.725796,9,Lighting,3.68
2025-06-17T07:49:40.725796,7,Refrigerator,2.6
2025-06-17T07:50:40.725796,5,Lighting,2.62
2025-06-17T07:51:40.725796,8,Refrigerator,2.16
2025-06-17T07:52:40.725796,8,Washer,3.35
2025-06-17T07:53:40.725796,3,Refrigerator,3.31
2025-06-17T07:54:40.725796,5,Dryer,0.24
2025-06-17T07:55:40.725796,10,Washer,0.25
2025-06-17T07:56:40.725796,2,HVAC,2.28
2025-06-17T07:57:40.725796,7,Dryer,4.23
2025-06-17T07:58:40.725796,2,Refrigerator,0.9
2025-06-17T07:59:40.725796,1,Lighting,0.31
2025-06-17T08:00:40.725796,6,Washer,3.5
2025-06-17T08:01:40.725796,4,HVAC,0.66
2025-06-17T08:02:40.725796,4,Washer,3.95
2025-06-17T08:03:40.725796,4,Lighting,2.28
2025-06-17T08:04:40.725796,10,Washer,0.42
2025-06-17T08:05:40.725796,10,Refrigerator,0.3
2025-06-17T08:06:40.725796,8,HVAC,2.64
2025-06-17T08:07:40.725796,8,HVAC,3.42
2025-06-17T08:08:40.725796,7,Lighting,4.22
2025-06-17T08:09:40.725796,4,Dryer,1.31
2025-06-17T08:10:40.725796,10,HVAC,2.2
2025-06-17T08:11:40.725796,1,Refrigerator,4.32
2025-06-17T08:12:40.725796,1,Washer,3.25
2025-06-17T08:13:40.725796,6,HVAC,4.63
2025-06-17T08:14:40.725796,5,HVAC,2.8
2025-06-17T08:15:40.725796,2,HVAC,0.35
2025-06-17T08:16:40.725796,3,Dryer,4.03
2025-06-17T08:17:40.725796,2,Lighting,1.54
2025-06-17T08:18:40.725796,5,Washer,0.35
2025-06-17T08:19:40.725796,9,Dryer,4.48
2025-06-17T08:20:40.725796,3,Dryer,1.62
2025-06-17T08:21:40.725796,6,HVAC,1.01
2025-06-17T08:22:40.725796,8,HVAC,3.37
2025-06-17T08:23:40.725796,1,Refrigerator,0.89
2025-06-17T08:24:40.725796,9,Refrigerator,3.25
2025-06-17T08:25:40.725796,6,Lighting,2.15
2025-06-17T08:26:40.725796,5,Dryer,0.55
2025-06-17T08:27:40.725796,1,Washer,1.9
2025-06-17T08:28:40.725796,3,Lighting,1.87
2025-06-17T08:29:40.725796,9,Dryer,3.56
2025-06-17T08:30:40.725796,9,Dryer,2.86
2025-06-17T08:31:40.725796,3,Lighting,1.18
2025-06-17T08:32:40.725796,3,HVAC,2.46
2025-06-17T08:33:40.725796,2,HVAC,1.82
2025-06-17T08:34:40.725796,10,Lighting,0.33
2025-06-17T08:35:40.725796,4,Washer,3.7
2025-06-17T08:36:40.725796,2,HVAC,0.81
2025-06-17T08:37:40.725796,4,Lighting,2.39
2025-06-17T08:38:40.725796,9,Washer,3.25
2025-06-17T08:39:40.725796,3,Washer,0.89
2025-06-17T08:40:40.725796,10,Washer,4.5
2025-06-17T08:41:40.725796,4,Dryer,4.71
2025-06-17T08:42:40.725796,7,HVAC,4.28
2025-06-17T08:43:40.725796,7,Dryer,2.1
2025-06-17T08:44:40.725796,10,Lighting,1.47
2025-06-17T08:45:40.725796,2,Lighting,3.01
2025-06-17T08:46:40.725796,4,Washer,3.7
2025-06-17T08:47:40.725796,10,Refrigerator,0.82
2025-06-17T08:48:40.725796,6,Dryer,2.01
2025-06-17T08:49:40.725796,10,HVAC,3.41
2025-06-17T08:50:40.725796,4,HVAC,2.95
2025-06-17T08:51:40.725796,5,Washer,4.3
2025-06-17T08:52:40.725796,8,Washer,4.5
2025-06-17T08:53:40.725796,8,Lighting,3.77
2025-06-17T08:54:40.725796,6,Dryer,2.27
2025-06-17T08:55:40.725796,7,HVAC,4.05
2025-06-17T08:56:40.725796,3,Dryer,3.77
2025-06-17T08:57:40.725796,2,Refrigerator,4.82
2025-06-17T08:58:40.725796,4,Lighting,3.52
2025-06-17T08:59:40.725796,1,Dryer,0.85
2025-06-17T09:00:40.725796,10,Lighting,0.37
2025-06-17T09:01:40.725796,8,Lighting,3.44
2025-06-17T09:02:40.725796,6,Refrigerator,1.94
2025-06-17T09:03:40.725796,10,Dryer,4.56
2025-06-17T09:04:40.725796,5,HVAC,3.11
2025-06-17T09:05:40.725796,9,Lighting,2.78
2025-06-17T09:06:40.725796,8,Washer,3.76
2025-06-17T09:07:40.725796,8,Washer,4.17
2025-06-17T09:08:40.725796,6,Dryer,0.84
2025-06-17T09:09:40.725796,7,Lighting,4.99
2025-06-17T09:10:40.725796,1,Lighting,4.8
2025-06-17T09:11:40.725796,2,Dryer,3.33
2025-06-17T09:12:40.725796,1,Dryer,3.85
2025-06-17T09:13:40.725796,6,Dryer,1.94
2025-06-17T09:14:40.725796,1,Washer,3.57
2025-06-17T09:15:40.725796,7,Dryer,3.72
2025-06-17T09:16:40.725796,2,HVAC,3.45
2025-06-17T09:17:40.725796,4,Dryer,0.18
2025-06-17T09:18:40.725796,9,HVAC,2.02
2025-06-17T09:19:40.725796,8,Dryer,0.18
2025-06-17T09:20:40.725796,3,Lighting,2.57
2025-06-17T09:21:40.725796,1,Dryer,3.69
2025-06-17T09:22:40.725796,3,Washer,2.91
2025-06-17T09:23:40.725796,7,Refrigerator,3.19
2025-06-17T09:24:40.725796,10,Refrigerator,4.41
2025-06-17T09:25:40.725796,8,Dryer,4.34
2025-06-17T09:26:40.725796,3,HVAC,4.45
2025-06-17T09:27:40.725796,2,Washer,3.37
2025-06-17T09:28:40.725796,10,Washer,0.46
2025-06-17T09:29:40.725796,8,HVAC,3.96
2025-06-17T09:30:40.725796,3,HVAC,1.09
2025-06-17T09:31:40.725796,1,Lighting,0.47
2025-06-17T09:32:40.725796,1,HVAC,3.91
2025-06-17T09:33:40.725796,10,HVAC,4.72
2025-06-17T09:34:40.725796,3,Dryer,2.81
2025-06-17T09:35:40.725796,10,Dryer,3.96
2025-06-17T09:36:40.725796,7,Dryer,0.94
2025-06-17T09:37:40.725796,9,Refrigerator,4.65
2025-06-17T09:38:40.725796,7,Refrigerator,0.44
2025-06-17T09:39:40.725796,7,Dryer,4.96
2025-06-17T09:40:40.725796,3,Refrigerator,3.75
2025-06-17T09:41:40.725796,6,Dryer,0.72
2025-06-17T09:42:40.725796,1,Refrigerator,4.69
2025-06-17T09:43:40.725796,6,HVAC,0.59
2025-06-17T09:44:40.725796,9,Washer,2.9
2025-06-17T09:45:40.725796,7,Lighting,0.89
2025-06-17T09:46:40.725796,6,Washer,4.53
2025-06-17T09:47:40.725796,6,Lighting,0.96
2025-06-17T09:48:40.725796,10,Washer,1.78
2025-06-17T09:49:40.725796,2,Dryer,3.38
2025-06-17T09:50:40.725796,1,HVAC,3.57
2025-06-17T09:51:40.725796,9,Refrigerator,4.24
2025-06-17T09:52:40.725796,5,Washer,4.17
2025-06-17T09:53:40.725796,2,Washer,3.07
2025-06-17T09:54:40.725796,5,HVAC,0.58
2025-06-17T09:55:40.725796,3,Dryer,4.74
2025-06-17T09:56:40.725796,4,Dryer,3.91
2025-06-17T09:57:40.725796,1,Lighting,4.65
2025-06-17T09:58:40.725796,10,HVAC,1.07
2025-06-17T09:59:40.725796,10,HVAC,0.86
2025-06-17T10:00:40.725796,4,Dryer,4.48
2025-06-17T10:01:40.725796,5,HVAC,2.78
2025-06-17T10:02:40.725796,8,Dryer,0.48
2025-06-17T10:03:40.725796,8,Washer,2.19
2025-06-17T10:04:40.725796,9,Lighting,4.43
2025-06-17T10:05:40.725796,6,Dryer,2.02
2025-06-17T10:06:40.725796,8,Lighting,2.96
2025-06-17T10:07:40.725796,4,Lighting,0.74
2025-06-17T10:08:40.725796,9,Dryer,0.36
2025-06-17T10:09:40.725796,3,Washer,0.5
2025-06-17T10:10:40.725796,2,Washer,4.92
2025-06-17T10:11:40.725796,4,Washer,2.31
2025-06-17T10:12:40.725796,5,HVAC,4.15
2025-06-17T10:13:40.725796,8,Refrigerator,2.45
2025-06-17T10:14:40.725796,4,Dryer,0.97
2025-06-17T10:15:40.725796,2,Refrigerator,0.62
2025-06-17T10:16:40.725796,3,Dryer,0.41
2025-06-17T10:17:40.725796,2,Washer,4.27
2025-06-17T10:18:40.725796,4,Washer,2.77
2025-06-17T10:19:40.725796,7,Lighting,1.97
2025-06-17T10:20:40.725796,8,Washer,0.83
2025-06-17T10:21:40.725796,3,Lighting,2.33
2025-06-17T10:22:40.725796,3,Dryer,4.06
2025-06-17T10:23:40.725796,2,Refrigerator,0.46
2025-06-17T10:24:40.725796,10,Refrigerator,3.34
2025-06-17T10:25:40.725796,5,HVAC,3.71
2025-06-17T10:26:40.725796,4,Lighting,4.43
2025-06-17T10:27:40.725796,8,Washer,4.78
2025-06-17T10:28:40.725796,4,Washer,4.48
2025-06-17T10:29:40.725796,9,HVAC,1.63
2025-06-17T10:30:40.725796,5,Lighting,3.29
2025-06-17T10:31:40.725796,10,HVAC,3.35
2025-06-17T10:32:40.725796,4,Dryer,1.75
2025-06-17T10:33:40.725796,3,HVAC,1.12
2025-06-17T10:34:40.725796,1,Lighting,0.85
2025-06-17T10:35:40.725796,4,Washer,1.17
2025-06-17T10:36:40.725796,6,Lighting,4.47
2025-06-17T10:37:40.725796,8,HVAC,4.39
2025-06-17T10:38:40.725796,6,Lighting,1.08
2025-06-17T10:39:40.725796,5,Refrigerator,4.17
2025-06-17T10:40:40.725796,2,Refrigerator,0.52
2025-06-17T10:41:40.725796,3,Lighting,3.88
2025-06-17T10:42:40.725796,6,Dryer,2.21
2025-06-17T10:43:40.725796,8,Washer,4.5
2025-06-17T10:44:40.725796,5,Washer,1.27
2025-06-17T10:45:40.725796,3,Lighting,3.98
2025-06-17T10:46:40.725796,2,Washer,4.71
2025-06-17T10:47:40.725796,6,Refrigerator,1.86
2025-06-17T10:48:40.725796,3,Refrigerator,1.05
2025-06-17T10:49:40.725796,7,Refrigerator,3.74
2025-06-17T10:50:40.725796,6,Washer,2.12
2025-06-17T10:51:40.725796,5,Washer,0.74
2025-06-17T10:52:40.725796,2,Dryer,4.87
2025-06-17T10:53:40.725796,5,HVAC,0.23
2025-06-17T10:54:40.725796,8,Lighting,4.98
2025-06-17T10:55:40.725796,8,HVAC,4.79
2025-06-17T10:56:40.725796,7,Washer,3.75
2025-06-17T10:57:40.725796,6,HVAC,4.51
2025-06-17T10:58:40.725796,4,Refrigerator,4.56
2025-06-17T10:59:40.725796,2,Lighting,0.53
2025-06-17T11:00:40.725796,5,Washer,3.37
2025-06-17T11:01:40.725796,9,Refrigerator,1.49
2025-06-17T11:02:40.725796,3,HVAC,1.24
2025-06-17T11:03:40.725796,10,Washer,3.23
2025-06-17T11:04:40.725796,2,HVAC,1.76
2025-06-17T11:05:40.725796,3,Washer,4.71
2025-06-17T11:06:40.725796,3,HVAC,0.24
2025-06-17T11:07:40.725796,4,Washer,3.55
2025-06-17T11:08:40.725796,2,Dryer,0.94
2025-06-17T11:09:40.725796,5,Dryer,4.46
2025-06-17T11:10:40.725796,3,Dryer,4.59
2025-06-17T11:11:40.725796,6,Dryer,4.56
2025-06-17T11:12:40.725796,2,Dryer,0.81
2025-06-17T11:13:40.725796,10,Refrigerator,3.14
2025-06-17T11:14:40.725796,3,Dryer,1.27
2025-06-17T11:15:40.725796,5,Dryer,2.98
2025-06-17T11:16:40.725796,10,Refrigerator,4.71
2025-06-17T11:17:40.725796,9,Lighting,2.49
2025-06-17T11:18:40.725796,10,Dryer,2.06
2025-06-17T11:19:40.725796,9,Washer,3.59
2025-06-17T11:20:40.725796,7,Lighting,1.58
2025-06-17T11:21:40.725796,1,Dryer,1.32
2025-06-17T11:22:40.725796,2,Lighting,3.47
2025-06-17T11:23:40.725796,1,Refrigerator,1.64
2025-06-17T11:24:40.725796,6,Dryer,1.27
2025-06-17T11:25:40.725796,6,Refrigerator,2.45
2025-06-17T11:26:40.725796,1,Lighting,0.24
2025-06-17T11:27:40.725796,1,Lighting,3.42
2025-06-17T11:28:40.725796,6,HVAC,1.94
2025-06-17T11:29:40.725796,4,HVAC,3.51
2025-06-17T11:30:40.725796,7,HVAC,3.08
2025-06-17T11:31:40.725796,10,Refrigerator,2.93
2025-06-17T11:32:40.725796,1,HVAC,1.77
2025-06-17T11:33:40.725796,2,Refrigerator,4.12
2025-06-17T11:34:40.725796,5,Lighting,0.17
2025-06-17T11:35:40.725796,3,HVAC,2.31
2025-06-17T11:36:40.725796,5,Dryer,1.97
2025-06-17T11:37:40.725796,5,Washer,0.87
2025-06-17T11:38:40.725796,6,Dryer,4.14
2025-06-17T11:39:40.725796,4,Washer,3.98
2025-06-17T11:40:40.725796,8,Washer,0.45
2025-06-17T11:41:40.725796,1,Refrigerator,0.77
2025-06-17T11:42:40.725796,7,Dryer,4.51
2025-06-17T11:43:40.725796,5,Lighting,0.6
2025-06-17T11:44:40.725796,5,HVAC,4.2
2025-06-17T11:45:40.725796,3,Washer,3.05
2025-06-17T11:46:40.725796,3,HVAC,4.99
2025-06-17T11:47:40.725796,3,Lighting,1.3
2025-06-17T11:48:40.725796,4,HVAC,2.99
2025-06-17T11:49:40.725796,6,Washer,0.11
2025-06-17T11:50:40.725796,10,HVAC,4.89
2025-06-17T11:51:40.725796,4,Lighting,3.97
2025-06-17T11:52:40.725796,4,Lighting,1.21
2025-06-17T11:53:40.725796,7,Dryer,4.47
2025-06-17T11:54:40.725796,8,Refrigerator,1.48
2025-06-17T11:55:40.725796,3,HVAC,1.06
2025-06-17T11:56:40.725796,5,Washer,0.66
2025-06-17T11:57:40.725796,4,Washer,4.55
2025-06-17T11:58:40.725796,10,Refrigerator,4.15
2025-06-17T11:59:40.725796,6,Washer,0.73
2025-06-17T12:00:40.725796,10,Dryer,0.17
2025-06-17T12:01:40.725796,5,Lighting,2.69
2025-06-17T12:02:40.725796,6,Refrigerator,3.86
2025-06-17T12:03:40.725796,3,Refrigerator,0.92
2025-06-17T12:04:40.725796,6,Dryer,3.77
2025-06-17T12:05:40.725796,6,Lighting,1.93
2025-06-17T12:06:40.725796,1,HVAC,3.85
2025-06-17T12:07:40.725796,7,Refrigerator,1.01
2025-06-17T12:08:40.725796,9,Washer,4.55
2025-06-17T12:09:40.725796,3,Lighting,3.23
2025-06-17T12:10:40.725796,6,Lighting,4.66
2025-06-17T12:11:40.725796,1,HVAC,1.01
2025-06-17T12:12:40.725796,10,HVAC,2.47
2025-06-17T12:13:40.725796,8,Lighting,2.21
2025-06-17T12:14:40.725796,9,Dryer,1.25
2025-06-17T12:15:40.725796,10,HVAC,2.97
2025-06-17T12:16:40.725796,6,Lighting,0.4
2025-06-17T12:17:40.725796,10,Dryer,0.25
2025-06-17T12:18:40.725796,3,Washer,2.92
2025-06-17T12:19:40.725796,1,Lighting,0.89
2025-06-17T12:20:40.725796,10,HVAC,0.15
2025-06-17T12:21:40.725796,9,Refrigerator,1.03
2025-06-17T12:22:40.725796,5,HVAC,3.92
2025-06-17T12:23:40.725796,3,Washer,2.91
2025-06-17T12:24:40.725796,2,Dryer,1.94
2025-06-17T12:25:40.725796,5,Lighting,1.5
2025-06-17T12:26:40.725796,2,Washer,0.23
2025-06-17T12:27:40.725796,5,Dryer,1.76
2025-06-17T12:28:40.725796,9,Dryer,2.64
2025-06-17T12:29:40.725796,7,HVAC,2.99
2025-06-17T12:30:40.725796,8,Refrigerator,3.17
2025-06-17T12:31:40.725796,1,Lighting,0.35
2025-06-17T12:32:40.725796,3,Lighting,3.61
2025-06-17T12:33:40.725796,1,HVAC,3.07
2025-06-17T12:34:40.725796,7,Lighting,2.41
2025-06-17T12:35:40.725796,3,HVAC,4.53
2025-06-17T12:36:40.725796,9,Dryer,4.42
2025-06-17T12:37:40.725796,4,Dryer,0.28
2025-06-17T12:38:40.725796,1,Lighting,0.64
2025-06-17T12:39:40.725796,7,Dryer,4.09
2025-06-17T12:40:40.725796,7,Lighting,0.41
2025-06-17T12:41:40.725796,9,Dryer,0.22
2025-06-17T12:42:40.725796,2,Refrigerator,3.94
2025-06-17T12:43:40.725796,8,Refrigerator,0.1
2025-06-17T12:44:40.725796,10,Washer,4.02
2025-06-17T12:45:40.725796,6,Washer,3.01
2025-06-17T12:46:40.725796,7,Dryer,2.61
2025-06-17T12:47:40.725796,6,Refrigerator,1.84
2025-06-17T12:48:40.725796,4,Dryer,3.52
2025-06-17T12:49:40.725796,3,HVAC,1.79
2025-06-17T12:50:40.725796,1,Lighting,4.94
2025-06-17T12:51:40.725796,8,Refrigerator,2.56
2025-06-17T12:52:40.725796,8,HVAC,2.62
2025-06-17T12:53:40.725796,1,Washer,3.21
2025-06-17T12:54:40.725796,10,Refrigerator,1.12
2025-06-17T12:55:40.725796,1,HVAC,4.54
2025-06-17T12:56:40.725796,8,Washer,0.99
2025-06-17T12:57:40.725796,5,Washer,0.58
2025-06-17T12:58:40.725796,5,HVAC,1.46
2025-06-17T12:59:40.725796,8,Washer,2.89
2025-06-17T13:00:40.725796,8,Refrigerator,1.94
2025-06-17T13:01:40.725796,7,Refrigerator,4.86
2025-06-17T13:02:40.725796,3,HVAC,0.51
2025-06-17T13:03:40.725796,8,Dryer,2.41
2025-06-17T13:04:40.725796,8,Washer,1.9
2025-06-17T13:05:40.725796,10,Refrigerator,3.31
2025-06-17T13:06:40.725796,5,Dryer,3.31
2025-06-17T13:07:40.725796,2,Washer,3.33
2025-06-17T13:08:40.725796,4,Lighting,2.75
2025-06-17T13:09:40.725796,1,Lighting,2.81
2025-06-17T13:10:40.725796,1,Lighting,4.49
2025-06-17T13:11:40.725796,5,Refrigerator,4.25
2025-06-17T13:12:40.725796,4,Refrigerator,2.05
2025-06-17T13:13:40.725796,4,Lighting,3.45
2025-06-17T13:14:40.725796,1,Lighting,0.4
2025-06-17T13:15:40.725796,4,Dryer,0.35
2025-06-17T13:16:40.725796,3,Washer,3.51
2025-06-17T13:17:40.725796,3,Washer,1.22
2025-06-17T13:18:40.725796,2,Lighting,2.51
2025-06-17T13:19:40.725796,1,Dryer,2.18
2025-06-17T13:20:40.725796,6,Washer,4.9
2025-06-17T13:21:40.725796,3,HVAC,0.78
2025-06-17T13:22:40.725796,1,Refrigerator,4.45
2025-06-17T13:23:40.725796,8,Lighting,3.82
2025-06-17T13:24:40.725796,4,Dryer,4.06
2025-06-17T13:25:40.725796,8,HVAC,1.83
2025-06-17T13:26:40.725796,9,Lighting,0.83
2025-06-17T13:27:40.725796,4,Washer,4.44
2025-06-17T13:28:40.725796,8,HVAC,4.71
2025-06-17T13:29:40.725796,7,Washer,4.11
2025-06-17T13:30:40.725796,1,Lighting,0.57
2025-06-17T13:31:40.725796,10,HVAC,0.88
2025-06-17T13:32:40.725796,3,HVAC,3.94
